725	437	0	96	1	2
24	40	0	417	1	1
1472	1141	0	430	1	3
1313	1107	0	453	1	3
1500	1142	0	472	1	3
795	488	0	487	1	2
946	727	0	491	1	2
775	472	0	534	1	2
119	61	145	325	1	1
170	64	164	754	1	1
545	402	168	735	1	2
433	86	179	720	1	1
804	703	242	701	1	2
519	96	244	849	1	1
1523	1600	245	890	1	3
681	430	245	921	1	2
359	79	256	679	1	1
826	707	257	703	1	2
293	71	260	759	1	1
50	49	269	836	1	1
974	732	273	1029	1	2
312	73	275	783	1	1
1031	781	317	752	1	2
1072	803	318	831	1	2
493	93	329	761	1	1
1214	901	332	824	1	2
646	426	334	1058	1	2
1240	1001	338	802	1	3
1189	811	347	1025	1	2
1001	737	353	717	1	2
850	710	361	862	1	2
568	414	368	973	1	2
619	419	369	720	1	2
1288	1105	425	534	1	3
383	80	428	163	1	1
1049	786	439	974	1	2
335	75	544	441	1	1
1443	1138	695	735	1	3
270	68	726	718	1	1
1402	1130	728	656	1	3
1403	1134	729	744	1	3
457	88	761	660	1	1
745	450	774	299	1	2
1378	1125	1018	720	1	3
918	725	1058	375	1	2
213	66	1116	758	1	1
774	472	1144	714	1	2
408	81	1151	689	1	1
23	40	1182	723	1	1
1471	1141	1193	798	1	3
1009	748	1199	713	1	2
945	727	1200	642	1	2
1499	1142	1200	725	1	3
1162	808	1207	718	1	2
1096	805	1221	720	1	2
849	710	1226	720	1	2
1312	1107	1266	615	1	3
94	58	1326	593	1	1
544	402	1746	905	1	2
1287	1105	1747	732	1	3
49	49	1758	761	1	1
848	710	1759	879	1	2
825	707	1760	719	1	2
1336	1110	1768	745	1	3
518	96	1770	1054	1	1
492	93	1772	694	1	1
311	73	1773	686	1	1
567	414	1777	862	1	2
645	426	1777	1024	1	2
680	430	1779	610	1	2
1522	1600	1780	785	1	3
1239	1001	1782	772	1	3
699	435	1783	919	1	2
1030	781	1786	829	1	2
917	725	1787	720	1	2
334	75	1790	698	1	1
1071	803	1807	826	1	2
118	61	1809	720	1	1
1213	901	1810	842	1	2
1000	737	1819	756	1	2
432	86	1819	1060	1	1
169	64	1820	917	1	1
382	80	1868	693	1	1
1048	786	1914	254	1	2
973	732	1924	910	1	2
803	703	1974	631	1	2
1401	1130	2080	875	1	3
1442	1138	2129	731	1	3
1188	811	2145	810	1	2
456	88	2179	720	1	1
269	68	2264	706	1	1
618	419	2335	703	1	2
407	81	2598	687	1	1
794	488	2616	772	1	2
1470	1141	2623	745	1	3
773	472	2635	778	1	2
944	727	2641	569	1	2
1498	1142	2646	651	1	3
1095	805	2649	634	1	2
1007	748	2652	825	1	2
1161	808	2658	720	1	2
212	66	2698	632	1	1
1311	1107	2727	572	1	3
93	58	2764	611	1	1
117	61	3180	863	1	1
847	710	3184	720	1	2
1286	1105	3186	691	1	3
679	430	3187	640	1	2
1521	1600	3187	824	1	3
543	402	3198	869	1	2
48	49	3201	938	1	1
1029	781	3202	833	1	2
1335	1110	3203	690	1	3
491	93	3210	768	1	1
644	426	3212	265	1	2
1238	1001	3215	825	1	3
1070	803	3228	705	1	2
517	96	3245	798	1	1
1212	901	3249	873	1	2
999	737	3264	775	1	2
168	64	3272	963	1	1
310	73	3277	586	1	1
566	414	3298	917	1	2
381	80	3299	669	1	1
1265	1104	3310	822	1	3
431	86	3311	947	1	1
824	707	3338	610	1	2
698	435	3347	953	1	2
972	732	3375	1021	1	2
333	75	3395	516	1	1
802	703	3442	278	1	2
744	450	3454	463	1	2
916	725	3459	820	1	2
1441	1138	3568	752	1	3
1399	1130	3595	297	1	3
1400	1130	3595	297	1	3
1187	811	3611	739	1	2
268	68	3616	780	1	1
1114	806	3626	675	1	2
455	88	3642	671	1	1
617	419	3767	575	1	2
211	66	3992	855	1	1
659	427	4010	367	1	2
406	81	4044	639	1	1
1497	1142	4067	760	1	3
793	488	4073	761	1	2
1469	1141	4076	742	1	3
943	727	4084	747	1	2
1006	748	4086	720	1	2
1160	808	4092	703	1	2
772	472	4093	717	1	2
1094	805	4098	643	1	2
1310	1107	4186	470	1	3
92	58	4208	695	1	1
724	437	4410	14	1	2
358	79	4583	731	1	1
1285	1105	4629	499	1	3
1283	1105	4630	498	1	3
1284	1105	4630	498	1	3
678	430	4630	662	1	2
1520	1600	4631	196	1	3
1069	803	4633	868	1	2
47	49	4639	688	1	1
1237	1001	4649	858	1	3
1264	1104	4652	887	1	3
1334	1110	4658	929	1	3
430	86	4664	720	1	1
516	96	4665	1064	1	1
1028	781	4667	866	1	2
542	402	4668	66	1	2
116	61	4670	650	1	1
846	710	4680	709	1	2
915	725	4683	720	1	2
490	93	4683	776	1	1
1211	901	4686	786	1	2
565	414	4687	977	1	2
823	707	4703	718	1	2
998	737	4705	649	1	2
332	75	4705	972	1	1
167	64	4743	618	1	1
380	80	4744	627	1	1
309	73	4762	561	1	1
292	71	4772	938	1	1
971	732	4811	925	1	2
801	703	4880	830	1	2
1440	1138	5016	720	1	3
1398	1130	5029	705	1	3
723	437	5044	738	1	2
454	88	5065	676	1	1
1113	806	5137	617	1	2
616	419	5150	687	1	2
267	68	5160	622	1	1
1186	811	5169	590	1	2
643	426	5268	394	1	2
1519	1600	5293	166	1	3
210	66	5466	685	1	1
658	427	5469	272	1	2
405	81	5477	674	1	1
792	488	5504	720	1	2
1496	1142	5506	752	1	3
892	722	5518	720	1	2
771	472	5519	863	1	2
942	727	5522	766	1	2
1159	808	5532	653	1	2
1093	805	5555	651	1	2
1309	1107	5559	568	1	3
1468	1141	5636	622	1	3
91	58	5648	536	1	1
891	722	6011	958	1	2
357	79	6029	869	1	1
115	61	6064	590	1	1
46	49	6066	1027	1	1
540	402	6076	959	1	2
541	402	6076	959	1	2
822	707	6080	742	1	2
997	737	6088	720	1	2
489	93	6092	661	1	1
677	430	6095	453	1	2
1236	1001	6095	785	1	3
1518	1600	6095	788	1	3
291	71	6111	720	1	1
1068	803	6111	875	1	2
429	86	6111	1043	1	1
1027	781	6115	847	1	2
331	75	6116	637	1	1
845	710	6127	720	1	2
564	414	6176	831	1	2
379	80	6184	651	1	1
914	725	6223	532	1	2
970	732	6225	1029	1	2
308	73	6259	598	1	1
800	703	6261	654	1	2
642	426	6312	720	1	2
1185	811	6333	795	1	2
743	450	6335	510	1	2
166	64	6436	636	1	1
266	68	6452	817	1	1
1397	1130	6462	731	1	3
1439	1138	6462	733	1	3
453	88	6467	686	1	1
1263	1104	6475	262	1	3
1112	806	6523	621	1	2
722	437	6597	669	1	2
615	419	6634	619	1	2
1092	805	6789	878	1	2
209	66	6872	805	1	1
657	427	6916	275	1	2
22	40	6936	728	1	1
1495	1142	6937	780	1	3
1467	1141	6938	711	1	3
770	472	6947	718	1	2
941	727	6957	677	1	2
791	488	6961	720	1	2
1158	808	6975	628	1	2
1308	1107	7075	59	1	3
90	58	7085	720	1	1
539	402	7548	867	1	2
428	86	7553	862	1	1
45	49	7564	648	1	1
114	61	7588	387	1	1
1262	1104	7643	660	1	3
641	426	7689	720	1	2
488	93	7707	720	1	1
721	437	8180	543	1	2
720	437	8181	625	1	2
265	68	8220	460	1	1
208	66	8368	733	1	1
1004	748	8379	722	1	2
1111	806	8386	195	1	2
769	472	8387	744	1	2
1438	1138	8395	778	1	3
614	419	8424	681	1	2
940	727	8424	713	1	2
113	61	8962	195	1	1
356	79	8985	723	1	1
844	710	8995	560	1	2
514	96	9015	821	1	1
1333	1110	9026	821	1	3
1184	811	9027	753	1	2
697	435	9123	690	1	2
799	703	9166	662	1	2
969	732	9208	720	1	2
487	93	9259	554	1	1
264	68	9371	697	1	1
404	81	9799	628	1	1
790	488	9828	647	1	2
768	472	9834	756	1	2
1494	1142	9840	694	1	3
1091	805	9845	686	1	2
1157	808	9852	714	1	2
89	58	9970	601	1	1
1307	1107	9970	720	1	3
21	40	10043	720	1	1
