442185	60	23.77	17180	1	0	0	1	0
444003	60	38.93	25000	2	0	0	1	0
443576	80	20.60	19060	1	0	0	1	0
444015	90	16.25	10370	1	0	0	1	0
443841	120	4.20	2500	1	0	0	1	0
444016	149	19.07	15330	1	0	0	1	0
443987	150	26.48	16910	1	0	0	1	0
443888	150	26.03	19740	1	0	0	1	0
444000	210	16.55	6350	1	0	0	1	0
443468	240	0.03	23330	1	0	0	1	0
443475	240	42.43	29630	1	0	0	1	0
443935	240	260.57	14270	1	0	0	1	0
442364	240	26.63	17550	1	0	0	1	0
440446	255	21.05	11100	1	0	0	1	0
443817	260	84.27	90000	1	0	0	1	0
440462	270	70.40	70000	1	0	0	1	0
443999	270	13.15	10920	1	0	0	1	0
444001	270	22.13	12540	1	0	0	1	0
443753	270	21.27	7340	1	0	0	1	0
443873	280	0.03	80000	1	0	0	4	0
440435	285	63.52	70000	1	0	0	1	0
443894	285	21.37	18460	1	0	0	1	0
443970	290	68.17	41940	1	0	0	1	0
443938	290	18.60	6900	1	0	0	1	0
443566	290	17.77	9940	1	0	0	1	0
443840	300	20.83	8990	1	0	0	3	0
440516	300	354.67	29550	1	0	0	1	0
440582	300	26.25	16770	1	0	0	2	0
443914	300	227.03	235000	2	0	0	1	0
440526	300	0.05	19410	1	0	0	1	0
440477	300	0.18	28010	1	0	0	4	0
442789	300	41.42	23710	1	0	0	4	0
440486	300	330.28	22670	1	0	0	1	0
440506	300	0.07	21070	1	0	0	1	0
443209	315	45.00	21610	1	0	0	1	0
443984	315	372.02	19520	1	0	0	1	0
443810	315	20.13	10590	1	0	0	1	0
444006	315	349.02	5030	1	0	0	1	0
440423	315	105.82	26920	1	0	0	1	0
440496	315	348.52	18200	1	0	0	1	0
443893	315	0.02	5580	1	0	0	1	0
443902	315	0.03	5910	1	0	0	1	0
443921	320	37.83	25670	1	0	0	1	0
443904	330	0.13	13520	1	0	0	1	0
443766	330	57.48	25440	1	0	0	2	0
443964	340	22.33	18060	1	0	0	1	0
443862	345	40.00	10620	1	0	0	1	0
443994	345	12.40	4920	1	0	0	1	0
443471	350	20.15	17070	1	0	0	1	0
443767	360	400.38	6900	1	0	0	1	0
443769	360	25.28	7010	1	0	0	1	0
443770	360	40.45	10750	1	0	0	4	0
443645	360	28.62	13380	1	0	0	1	0
443903	360	52.58	20130	1	0	0	1	0
443695	370	25.93	8990	1	0	0	1	0
443965	370	22.67	20300	1	0	0	1	0
443922	375	16.33	12060	1	0	0	1	0
443923	375	36.72	19910	1	0	0	1	0
443988	375	30.90	17120	1	0	0	1	0
443993	375	0.03	21690	1	0	0	1	0
443867	375	20.33	10010	1	0	0	1	0
443971	380	0.13	17710	1	0	0	1	0
443972	380	23.38	10050	1	0	0	1	0
443933	380	16.17	9000	1	0	0	1	0
443685	380	40.00	14140	1	0	0	1	0
443941	380	40.00	17780	1	0	0	1	0
443690	380	36.52	20770	1	0	0	1	0
443381	380	76.28	25060	1	0	0	4	0
443895	380	22.65	14870	1	0	0	1	0
443907	390	16.02	8540	1	0	0	1	0
443979	390	5.45	3050	1	0	0	1	0
443725	390	23.63	8550	1	0	0	1	0
444046	390	0.02	11350	1	0	0	1	0
443730	390	23.73	8990	1	0	0	3	0
443928	390	19.68	7340	1	0	0	2	0
443737	390	22.05	8330	1	0	0	1	0
443883	390	19.08	6900	1	0	0	4	0
444013	390	16.77	11500	1	0	0	1	0
443376	390	31.07	25740	1	0	0	1	0
443890	390	9.45	3600	1	0	0	1	0
443571	390	11.42	4920	1	0	0	1	0
443469	400	11.20	7000	1	0	0	4	0
444014	405	21.32	13630	1	0	0	1	0
443889	405	33.60	21350	1	0	0	1	0
443985	410	39.62	13300	1	0	0	4	0
443777	420	66.67	28590	1	0	0	1	0
443591	420	0.32	19030	1	0	0	1	0
443937	420	26.47	8400	1	0	0	1	0
444005	420	60.30	22800	1	0	0	1	0
443975	430	48.58	12000	1	0	0	1	0
444028	431	34.40	10640	1	0	0	1	0
444017	435	8.60	3160	1	0	0	4	0
443963	435	40.93	17700	1	0	0	1	0
444030	439	76.45	16360	1	0	0	1	0
443775	440	80.35	18550	1	0	0	1	0
381634	445	15.92	4260	1	0	0	4	0
381379	445	5.30	6160	1	0	0	1	0
443779	450	37.00	13350	1	0	0	1	0
443865	450	81.08	29880	1	0	0	1	0
444004	450	58.45	20900	1	0	0	1	0
443772	450	119.30	8550	1	0	0	2	0
427046	455	9.50	2940	1	0	0	1	0
443776	460	20.00	5650	1	0	0	1	0
443490	465	29.57	15800	1	0	0	2	0
389257	470	556.32	32000	3	0	0	1	0
444048	470	0.03	11140	1	0	0	1	0
442719	480	28.40	17320	1	0	0	1	0
443986	495	11.85	2720	1	0	0	1	0
442800	495	0.02	17740	1	0	0	4	0
444022	495	560.32	8990	1	0	0	1	0
444036	505	568.23	11550	1	0	0	1	0
443781	510	39.63	19200	1	0	0	4	0
444002	510	552.93	3600	1	0	0	1	0
444037	517	9.02	9020	1	0	0	1	0
443915	525	0.23	21900	1	0	0	1	0
444035	535	23.15	4920	1	0	0	1	0
443783	540	44.20	20680	1	0	0	1	0
443934	540	28.17	8000	1	0	0	4	0
443561	540	50.05	15540	1	0	0	3	0
444038	560	16.68	9820	1	0	0	4	0
444043	565	9.48	2500	1	0	0	1	0
444032	570	618.52	8620	1	0	0	1	0
443464	570	7.22	11540	2	0	0	1	0
444073	570	1161.93	85000	2	0	0	1	0
444044	580	17.82	6020	1	0	0	1	0
444042	582	14.23	4700	1	0	0	4	0
443782	590	0.25	3000	1	0	0	1	0
444049	600	40.50	5800	1	0	0	1	0
443939	600	27.82	13300	1	0	0	1	0
444053	612	0.05	3160	1	0	0	4	0
444052	615	88.05	32900	1	0	0	1	0
444054	615	19.00	6680	1	0	0	1	0
444055	620	8.05	3270	1	0	0	1	0
435687	630	147.03	29000	1	0	0	1	0
444061	638	30.70	17940	2	0	0	1	0
444063	640	0.08	7730	1	0	0	1	0
444064	645	33.90	17310	1	0	0	1	0
444069	658	13.82	8430	1	0	0	1	0
444041	660	17.62	6640	1	0	0	2	0
444062	660	26.62	7700	1	0	0	1	0
444065	660	16.22	7790	1	0	0	1	0
444070	671	20.93	17240	2	0	0	1	0
444050	675	81.30	19460	1	0	0	4	0
444078	675	31.28	5800	1	0	0	1	0
444077	680	51.20	11740	1	0	0	1	0
444039	690	16.42	22200	1	0	0	1	0
443443	690	41.28	36780	1	0	0	1	0
444097	692	40.23	10420	1	0	0	1	0
444100	711	756.40	6790	1	0	0	4	0
444096	720	17.85	16120	2	0	0	1	0
444099	720	734.62	2500	1	0	0	4	0
444068	720	30.03	19090	1	0	0	1	0
444157	720	0.15	5910	1	0	0	1	0
444155	735	10.70	9660	1	0	0	1	0
443785	740	61.55	14820	1	0	0	1	0
444103	750	26.55	7120	1	0	0	4	0
444158	755	56.10	7000	1	0	0	1	0
442831	760	0.07	18810	1	0	0	1	0
444160	763	35.58	24700	1	0	0	1	0
444059	765	20.03	14900	1	0	0	1	0
444079	765	15.85	5310	1	0	0	1	0
444101	780	12.22	4370	1	0	0	1	0
443877	780	22.20	14000	1	0	0	3	0
444161	786	6.78	3270	1	0	0	1	0
444162	789	22.90	6570	1	0	0	4	0
444166	795	38.43	13090	1	0	0	1	0
444081	795	28.53	11690	1	0	0	1	0
444194	812	22.88	19710	1	0	0	4	0
444168	825	32.23	16680	2	0	0	1	0
444197	825	0.10	6350	1	0	0	1	0
444199	840	20.12	6130	1	0	0	1	0
444204	854	52.72	10100	1	0	0	1	0
444164	855	13.98	5530	1	0	0	1	0
444211	855	0.23	12540	1	0	0	1	0
444210	861	54.98	14160	1	0	0	2	0
444060	870	15.00	5800	1	0	0	1	0
444129	870	55.75	10530	1	0	0	2	0
444195	870	19.13	6200	1	0	0	1	0
443429	870	13.18	4260	1	0	0	1	0
444200	870	28.33	7620	1	0	0	1	0
444201	870	19.63	6130	1	0	0	1	0
444090	870	0.00	30000	3	0	0	1	0
444159	870	29.82	16820	2	0	0	1	0
444051	885	21.17	16820	1	0	0	1	0
444102	900	13.35	5800	1	0	0	1	0
443618	900	81.33	19990	1	0	0	1	0
444202	900	27.23	5250	1	0	0	4	0
444203	900	30.73	6350	1	0	0	1	0
444212	900	1062.28	21200	1	0	0	1	0
